,State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,ALE,All_Death,Health_Status,Unhealthy_Days,LBW,VLBW,Premature,Under_18_deaths,Over_40_deaths,Unmarried,Late_Care,Infant_Mortality,IM_Wh_Non_Hisp,IM_Bl_Non_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide,Injury,Total_Births,Total_Deaths,MOBD_Time_Span,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Exp,Toxic_Chem,Diabetes,Smoker,Obesity
1791,34,39,Union,New Jersey,NJ,36,531457,5145,9.9,27,60.2,10.7,2.1,71.4,22.6,0.4,4.5,23.4,77.7,776.2,15.6,5.2,8.1,1.8,11.7,2.3,4,33.2,24.5,6.1,4.4,11.4,4.4,1.6,25.4,21.5,174.7,5.1,44.5,9.1,42.7,5.4,17.2,22768,13636,2001-2003,68444,67841,8867,99.3,71.1,72395,12660,7771,26910,25781,0,3,16,169,3,190,39,95,2753279,7.5,19.2,20.7
1793,35,1,Bernalillo,New Mexico,NM,39,603562,518,14.8,25.5,62.8,10.3,1.4,87.6,3.3,4.9,2.3,43.5,77.7,814.8,14.3,6,8.3,1.3,12.7,5.3,2.4,43.9,25.5,6.1,5.7,12,4.1,2,22.3,16,137.6,8.9,35.6,16.3,48.6,19.3,45,25810,13285,2001-2003,110478,64019,11097,131.4,47.1,61681,14945,16746,38333,36833,24,3,17,248,3,240,140,240,156467,5.4,21,17.5
1798,35,9,Curry,New Mexico,NM,33,45846,33,18.7,30.5,57.9,10,1.6,86,7.4,1.5,2.6,33.3,76,916,19.3,6.1,9.2,1.5,13.6,6.6,0.7,37.3,35.5,7.6,5.8,23.6,4.9,2.7,21.1,15.8,271.5,10.2,47.1,16.4,60,14.1,26,4078,1891,1999-2003,10615,5050,1046,54.5,45.8,5954,946,1586,2725,2789,1,3,0,72,4,45,31,25,12828,5.3,25.1,22.4
1826,36,1,Albany,New York,NY,36,297414,568,10.8,23.3,63,11.5,2.2,82.4,12.1,0.2,3.8,3.5,77.7,817.7,12.7,5.1,8.2,1.6,11.1,2.8,3.2,35.5,16,8.3,6.6,17.6,5.9,2.4,24.2,19,212.1,3.2,55.7,5.7,43.8,6.9,13.6,9668,8491,2001-2003,27651,38196,6670,131.5,71.6,27144,6214,7535,17084,18569,12,3,9,99,3,107,17,53,885663,6.8,21.9,20
1828,36,5,Bronx,New York,NY,34,1357589,32300,26.8,30.7,59.1,8.7,1.5,49.6,42.5,1.2,4,49.5,75,884.6,24.7,7.4,9.3,2,12.5,4.5,2.9,64.8,22.7,6.8,3.5,9.2,4.7,2.1,27.2,22.3,296.3,12.6,42.4,5.3,31.2,5.8,21.1,68201,30886,2001-2003,297330,123073,26592,101.5,28.2,310237,37636,82567,70567,79134,5,3,41,833,4,366,187,203,765,9.2,19.6,24.4
1839,36,27,Dutchess,New York,NY,24,294849,368,8,24.9,62.9,10.6,1.6,85,10.2,0.3,3.2,7.9,78,798.9,10.9,5.5,6.6,1.5,9.5,1.7,4,20.6,13.5,5.8,5.4,7.6,4.6,1.2,26.3,20.4,196.7,2.4,51.8,12.2,47.2,4.8,14.6,9744,6753,2001-2003,27350,34676,7407,86.8,61.4,31273,5740,8833,16593,17739,12,3,17,85,3,112,15,60,2839023,8.2,21.7,20.8
1840,36,29,Erie,New York,NY,39,930703,891,13,24,60.4,13.2,2.3,83,13.6,0.6,1.8,3.5,76.9,856.2,13,6.4,8.3,1.8,11.5,3.3,2.9,34.4,18.8,8.3,6.4,16.9,6.2,2,29.4,19.5,202.8,6.5,60.1,7.7,54.8,6.6,12.7,32027,30099,2001-2003,88101,142541,24815,127.6,73.4,107509,24994,30147,52864,54896,26,3,28,250,3,396,73,396,2838848,8.1,22.7,23.9
1849,36,47,Kings,New York,NY,34,2486235,35211,23.3,27.4,60.5,10.2,1.8,50.6,38.3,0.5,9,19.5,76.7,765.3,20.6,6.2,8.6,1.7,12.2,2.7,3.7,43.9,22.7,6.5,3.4,10.3,4.3,2.2,26.7,20.6,294.8,9.7,36.3,5.9,23.4,4.6,17.7,119171,54937,2001-2003,517807,256297,41803,122.2,43.8,500001,65316,75364,134983,142988,7,3,74,1249,4,669,538,372,55219,8.8,18.7,23
1853,36,55,Monroe,New York,NY,39,733366,1112,12.7,25.5,61.3,11.1,2.1,80.8,14.7,0.3,2.8,5.5,78.2,772.7,13.9,5.8,7.4,1.5,10.1,3.5,2.9,35.2,17.4,6.2,4.4,11.6,4.8,1.4,25.7,20.2,158.4,7.3,49,8.9,53.3,6.2,12.1,26811,18882,2001-2003,73790,94187,17053,159.5,71.5,72638,17417,17676,40915,43887,27,3,22,393,4,309,218,309,6495261,7.3,22.2,22.2
1855,36,59,Nassau,New York,NY,34,1333137,4650,5.9,25,60.3,12.8,2,80.8,11.3,0.2,6.6,11.6,79.2,723.1,13.8,5.3,7.4,1.2,10.9,1.2,5.2,18.8,8.8,4.7,3.1,11.9,3.4,1.4,27.6,19,246.3,2.7,45.1,8.7,28.7,4.8,11,48734,33965,2001-2003,135051,197122,23160,206.7,113.6,120478,28380,25768,74782,74941,30,3,40,593,4,361,383,201,135535,6,18.1,16.6
1856,36,61,New York,New York,NY,34,1593200,69390,18.6,18.3,69,10.7,2,66.5,19.8,0.7,10.9,25,78,707.5,20.2,6.5,8.2,1.5,11.8,2.4,6.4,38.3,18.6,4.9,2.3,10.7,3.4,1.5,26.7,19.3,203.7,5.5,41.7,3.9,27.5,8.2,20,60627,34423,2001-2003,222281,191138,27406,287.7,118.6,252225,44606,85240,96626,90693,14,3,47,757,4,423,314,235,32851,6.6,18.7,15.9
1857,36,63,Niagara,New York,NY,27,217008,415,11.4,24,60.8,12.9,2.3,90.6,6.5,1,0.8,1.4,76.7,894.1,15.4,7.4,7.9,1.3,11.8,3.5,1.8,36.1,17.4,7.5,5.8,24,5.8,1.8,27,22.2,249.6,4,65.3,12.2,58.7,7.4,12.3,7299,7088,2001-2003,20520,33133,6675,50.2,47.5,24641,6329,5651,12331,12691,7,3,7,75,3,98,2,20,3590713,7.1,26.5,25.4
1858,36,65,Oneida,New York,NY,27,234105,193,12.8,23.6,60.7,13.2,2.6,91.3,6.1,0.2,1.4,3.6,77.4,851,18.7,7.3,8,1.6,11.6,3.4,2.3,38.8,17.8,8.1,7.4,17.8,6.2,2,27.9,17.3,189.3,3.7,56.7,11.4,56.2,8.8,17.2,7618,7858,2001-2003,23087,36390,8227,90.6,49.6,33451,5394,6884,13381,13872,15,4,7,66,3,105,13,21,148978,7.4,23.3,21.1
1859,36,67,Onondaga,New York,NY,25,458053,587,12.1,25.6,60.7,11.6,2.1,84.7,10.2,0.9,2.5,2.6,77.6,801.8,12.3,5.9,8,1.7,11.8,3.7,3.1,37.2,17,10,7.7,22.2,7.8,2.2,28.3,20.1,154.4,5,58.6,8.3,52.5,6.3,20,17024,12202,2001-2003,46025,62150,11059,141,59.4,42799,10706,9009,25515,27469,14,3,14,146,3,193,145,83,3470508,6.4,21.7,22.8
1861,36,71,Orange,New York,NY,36,372893,457,10.5,28.4,61.8,8.5,1.4,85.5,10.2,0.4,2.3,14.6,77.4,828,13.1,5.6,6.3,1.2,9.8,1.9,3.4,24.5,20.2,5.4,4.8,10.1,3.4,2,24.4,24,199.1,2.6,52.3,12,39.5,6.3,15.5,15319,7645,2001-2003,42640,35128,8437,69.5,44.5,42975,7447,8313,20034,21865,18,4,11,126,4,128,80,64,5306586,6.5,23.2,23.9
1866,36,81,Queens,New York,NY,34,2241600,20520,15.4,23.3,63.6,11.1,2,55.1,21.1,0.7,21,25.7,79,673.9,18.9,5.6,7.9,1.5,11.5,1.9,3.8,39.5,25.1,5.2,2.7,10.8,3.7,1.4,23.7,18,289.4,4.9,35.4,5.9,21.6,4.7,14.1,92216,47876,2001-2003,432812,252241,32718,105.3,57.5,397725,56027,55203,128105,126670,13,3,67,1026,4,606,258,337,786177,6.3,16.6,17.1
1867,36,83,Rensselaer,New York,NY,40,155251,237,9.8,24.1,62.7,11.3,1.8,90.9,5.6,0.2,2.2,2.5,76.8,888.1,12.2,7,7.4,1.6,9.8,2.9,2.3,36.5,14.7,7.6,5.9,23.3,5.8,1.7,29.2,21.4,200.3,3,66.6,9.8,50.5,7.4,13.5,5155,4396,2001-2003,13699,20089,3736,63.8,49.6,15677,3523,3578,8823,9388,6,3,5,56,4,60,5,18,103623,9.8,25.1,23
1868,36,85,Richmond,New York,NY,36,464573,7944,10.1,25.3,63,10.1,1.6,80.3,10.8,0.4,7.3,14.3,77,839.9,17,6.6,7.7,1.4,11.7,1.9,3.7,27.5,12.1,5,3.8,13.3,4,1,29.7,21.5,359.8,3.2,53.4,6.7,21.6,6,14.9,17514,11023,2001-2003,54159,49520,11310,147.7,61.1,54342,11713,10463,25927,26544,3,3,14,145,3,164,35,82,11161,6.6,27.3,22.6
1869,36,87,Rockland,New York,NY,36,292916,1681,9.7,28.4,59,11.3,1.3,80.2,11.9,0.3,6.5,12.1,79,771.2,17.3,5.8,6.7,1.2,10,0.8,4.9,15.9,21.2,4.1,3.2,7.7,2.9,1.2,25.1,18.2,227.9,1.7,42.6,7.9,42,4.6,9.4,14043,6399,2001-2003,37462,35703,5755,126,95.9,27608,6274,5522,15709,16495,25,4,9,145,4,105,187,52,2252318,8.7,17.8,18.1
1872,36,93,Schenectady,New York,NY,16,149078,723,11.6,24.6,60,12.6,2.8,86,8.6,0.3,3.4,3.8,77.9,803.3,12.9,5.8,7.5,1.3,10.6,3,3.2,37.4,17.1,6.8,5,17,5.8,0.9,24.7,18.1,180.6,6.1,52.6,8.4,42.8,8.4,16.2,5318,4736,2001-2003,12492,24732,4369,112.7,75.8,15361,3158,3539,8406,8577,5,3,4,51,3,66,5,13,323458,9,21.4,25.2
1877,36,103,Suffolk,New York,NY,34,1474927,1617,7.3,26.2,61.5,10.8,1.5,87.4,7.8,0.3,3.3,12.5,77.9,818.2,14.8,6.1,7.2,1.3,11.2,1.4,4.1,22.1,15,5.2,4.6,10.6,3.7,1.5,30.6,21.4,236.8,2.2,54,12.1,38.3,5.2,14.8,59799,34425,2001-2003,152067,172469,34326,96.3,70.1,135578,32745,32939,81402,82968,39,3,44,653,4,393,181,218,1367569,6.3,20.9,19.8
1878,36,105,Sullivan,New York,NY,35,76539,79,13.5,24.1,61.9,12.2,1.8,87.7,9.5,0.2,1.5,10.8,75.4,941.3,13.7,6.5,7.4,1.5,11,4,3.1,43.8,24.1,9.4,9.1,20.5,7.8,1.6,26.1,23.3,246.3,4.1,62.7,19,41.6,12.5,15.6,4244,3804,1999-2003,10586,10422,2748,53.6,31.4,12443,1727,1818,4344,4446,5,4,4,46,3,52,60,26,1,9.7,30.9,22.6
1885,36,119,Westchester,New York,NY,32,940807,2174,8.7,25.8,60.3,11.8,2.1,77.8,14.9,0.4,5.6,17.8,79.5,695.6,13.5,5.5,7.4,1.3,11.8,1.4,5.6,23.6,15.7,4.5,3,11.2,2.8,1.7,25.7,18.7,191.5,3.3,41.7,7.9,37.2,4.8,13.4,38104,22249,2001-2003,96447,126011,14072,227,97.3,104051,19687,31413,52131,51969,41,3,28,435,4,365,81,112,96488,6.7,13.9,15.2
1888,37,1,Alamance,North Carolina,NC,16,140533,327,11.3,25.7,60.5,11.8,1.9,78.5,18.9,0.5,1.2,9.8,75.9,900,17.9,6.6,8.6,1.9,12.8,4.8,1.6,37.7,17.7,9.5,7.5,20.6,6.8,2.7,25.4,15.7,152.6,6.1,58.3,21.1,70.3,7.1,28.2,5555,3961,2001-2003,19158,19012,3522,64.8,39.1,21754,4098,3982,8141,9467,0,3,4,38,3,61,6,12,33413,9.1,30.2,25.1
1894,37,13,Beaufort,North Carolina,NC,22,46018,56,17.4,24.2,59.2,14.6,2,71.1,28,0.2,0.3,3.8,74.2,1011.1,26.6,8.2,10.1,2.3,15.1,5.4,1.4,43.6,18.5,12.5,10.1,17.9,9.9,2.6,24.8,27.6,240.1,7.2,69.8,25.9,71.8,14,24.4,3122,2697,1999-2003,7675,7184,1908,76.1,19.6,7906,1317,1590,2711,3001,0,3,2,38,4,29,15,14,2133155,17.2,26,33.8
1896,37,17,Bladen,North Carolina,NC,33,32938,38,19.2,26.1,60.1,12.1,1.7,60.3,36.8,2.3,0.3,5,73,1136.4,32.8,7.8,10,1.7,15.2,5.4,1,48.8,31.2,10,7.9,15.2,5.6,4.3,37.2,19.4,261.6,9.1,65.3,39.4,104.8,17.6,35.2,2302,1966,1999-2003,5974,3998,1610,48.6,15.2,6432,1158,1118,1895,2158,0,3,0,31,3,32,4,18,4335718,11.3,22.8,33.8
1897,37,19,Brunswick,North Carolina,NC,35,89162,104,13.3,21.6,60.4,16.6,1.4,85.4,12.6,0.8,0.5,3.4,75.8,868.9,20.8,6.4,9.5,1.5,13.8,5,1.6,38.5,17.4,6.6,5.8,10,3.5,3,22.1,16.6,179.2,8.4,66.9,30.6,58.4,14.1,27.7,4269,3677,1999-2003,12143,13296,2911,39.3,16.8,13796,1989,3104,5424,5933,0,3,4,114,4,53,14,27,1801783,9.8,28.7,25.8
1898,37,21,Buncombe,North Carolina,NC,27,218876,334,13.4,22.9,61.8,13.2,2.1,90.2,7.3,0.4,1,3.7,76.4,875.6,16.7,5.6,9.1,1.9,12.4,3.8,2.2,33.6,7.4,7.7,6.9,17.9,5.4,2.2,22.6,18.5,157.2,5.1,59.7,12.2,59.4,12.7,28.8,7559,6641,2001-2003,25073,31486,6366,143.5,42,27490,4937,6525,13118,14647,0,3,6,56,3,95,15,19,2967645,6.9,25.1,21.6
1900,37,25,Cabarrus,North Carolina,NC,44,150244,412,10.2,27,62.1,9.6,1.3,82.9,14.5,0.4,1.4,7.6,76.3,930.8,20.3,5.6,8.4,1.7,13.3,3.8,1.7,31.6,16.8,7.8,6,17.9,4.9,2.8,22.7,16.6,157.5,4.6,61.4,17.5,65.7,10.6,28.2,6703,3516,2001-2003,16660,17179,3330,93.2,20.6,21405,3514,4024,8537,9821,1,3,8,96,4,50,47,17,2647989,10.9,23.4,25.1
1905,37,35,Catawba,North Carolina,NC,44,151641,379,10.9,25.3,62,11.2,1.5,87.4,8.3,0.3,3.1,8,75.6,922.1,15.9,5.8,8.6,1.5,11.9,3.8,1.4,34.1,19.6,7.6,6.3,20,5.7,1.9,24.4,18.3,146.3,5,61.8,19.3,67.7,15.8,31.8,6171,3936,2001-2003,18479,18580,3290,81.8,32.3,25875,4792,3249,8813,9888,2,3,9,50,3,53,17,18,19095928,7.1,22.4,24.6
1910,37,45,Cleveland,North Carolina,NC,37,98288,212,14.8,26.1,59.9,12.1,1.9,77.6,20.9,0.2,0.8,1.6,74.4,984.7,25.1,6.3,9.4,2.1,13.6,6.5,0.9,39.2,18,10.8,9.3,15.7,7,3.8,26.9,20.7,229.8,14.7,65.5,21.6,68.5,14.4,28.2,6287,5006,1999-2003,12507,13530,3711,64.1,27.5,18259,3356,3081,5662,6451,5,3,10,62,4,73,27,19,653044,8.7,27,25.5
1911,37,47,Columbus,North Carolina,NC,54,54746,58,20.3,26.3,59.1,12.7,1.8,64.9,31.1,3.2,0.2,2.8,72.7,1107,26,7.8,11,2.6,15.9,6.2,1.5,45.4,27.7,11.5,8.6,17.9,10,1.5,35.4,20,297,14.4,70.1,41.8,75.2,10.9,29.6,3987,3186,1999-2003,10476,7542,3047,43.8,20.1,11345,1570,1883,3142,3601,0,3,0,85,4,55,66,27,5332021,11.5,28.2,30
1912,37,49,Craven,North Carolina,NC,37,90795,128,13.7,27.5,57.7,13.3,1.4,72.3,24.6,0.5,1.3,3.5,75.5,949.4,17.5,5.1,8.4,1.9,12.1,3.9,1.3,27.7,19.9,7.2,5.4,12.9,5.2,2,26.3,24.7,173.6,6.8,62.5,19,71.3,10.8,27.4,7896,4208,1999-2003,12761,13356,2600,85.9,50.7,10324,2024,2296,5121,6007,0,3,5,128,4,78,6,37,1956478,9,22.4,22.5
1913,37,51,Cumberland,North Carolina,NC,25,304520,467,16.6,31.2,60.1,8,0.8,56.2,36.7,1.7,2.4,6,74.3,1007.4,14.2,5.6,9.6,2.5,14.5,3.4,1.2,32.4,11.8,10.9,5.8,18.5,8.3,2.6,30,18,235.4,11.3,62.8,19.9,64,13.9,19,16032,6135,2001-2003,46045,24588,7430,83.4,45,26729,7339,4713,16409,20707,6,4,9,225,4,155,256,119,1295683,7.2,27.7,23.5
1916,37,57,Davidson,North Carolina,NC,44,154623,280,12.7,24.9,62.1,11.5,1.5,88.5,9.3,0.5,1,5.2,76.4,931.7,22.4,6,9.1,1.9,14,4.8,1.4,31.3,16.2,8.1,7.3,13.3,5.2,2.9,25.4,20,210.3,5.5,66.6,24.6,70,11.5,25.4,5771,4246,2001-2003,18221,16906,3774,38.8,14.2,29570,4767,3558,9027,10035,0,3,9,0,3,54,0,18,234456,10,27.1,26.6
1918,37,61,Duplin,North Carolina,NC,40,51985,64,17.6,27.1,59.8,11.5,1.5,71.5,27.5,0.4,0.4,18.9,73.6,1044,25.3,6.8,9.1,2.1,17,6,1.2,46.4,21.6,8.7,6.3,12.6,6.6,2,34.7,21.2,187.4,10.1,55.6,40.5,107.1,8.8,28.7,3912,2574,1999-2003,10613,5877,1738,36.5,19.2,11707,1454,1889,2951,3367,3,4,0,49,4,47,9,22,229662,8.4,21.9,31.2
1919,37,63,Durham,North Carolina,NC,40,242582,836,14.2,26,64.5,8.2,1.4,56.2,38,0.4,4.1,10.8,75.6,874.3,14.2,5,9.5,2.3,14.1,3.7,2.4,38.8,10,6.2,3.5,10.7,3.7,2.6,25.6,21.3,123.4,11.1,61.8,13.5,65.4,11.4,22.7,11701,5048,2001-2003,32028,21216,5086,247.3,54,26583,5627,4889,13977,16509,2,3,7,86,4,91,67,28,93236,4.3,19.4,21.1
1920,37,65,Edgecombe,North Carolina,NC,54,54129,107,19.9,27.5,60.4,10.7,1.4,41.6,57.5,0.3,0.3,3.7,72,1148.4,32.8,5.6,11.8,2.5,17.6,7.9,1.3,58.5,34,11.4,4,16.5,8.4,3,38.2,19.4,252.1,11.6,61,19.4,107.2,8.5,21.9,3936,3083,1999-2003,10510,7053,2367,35.1,12.9,12078,2118,1698,3063,3573,0,3,0,28,3,55,3,28,287127,12.6,31.5,34.6
1921,37,67,Forsyth,North Carolina,NC,25,325967,796,13.2,26.1,61.4,11,1.5,71.3,25.9,0.4,1.4,9.3,76.4,883.9,14.4,5.6,9.7,2.1,14.7,4.4,2.1,39,10,8.4,6,15.1,6.4,2,26.3,19.8,132.7,7.3,58.6,12.9,71.2,10.2,25.1,13793,8288,2001-2003,40769,40806,7028,148.8,45.1,38753,7957,8106,18757,21510,5,3,9,156,4,132,70,57,907002,7.1,23.9,23
1922,37,69,Franklin,North Carolina,NC,37,54429,111,12.8,25.4,64,9.4,1.2,70.7,27.9,0.5,0.4,6.6,74.9,993.7,21,5.7,8.5,1.8,14.3,5.2,1.7,31.8,12.9,7.1,4.9,13.9,5.9,1.2,22.3,19.2,232.3,4.7,67.6,30.9,84.6,13.9,17.2,3223,2151,1999-2003,6740,4734,1480,14.7,12.9,9597,1215,1348,3162,3635,0,3,2,40,4,34,6,10,207228,8.5,26.4,27.7
1923,37,71,Gaston,North Carolina,NC,23,196137,551,14.2,25.5,61.9,11.2,1.4,83.1,14.7,0.3,1.1,4.8,73.9,1036.1,24.1,6.5,9.1,1.8,12.9,4.9,1.3,37.8,18.9,8.5,7.1,15.4,6,2.5,23.6,18.9,204.5,7.7,70.2,18.1,62.8,17.4,33,7654,5865,2001-2003,23445,23803,6157,70.9,32.6,37958,6040,7275,11375,12749,11,4,6,128,4,127,137,64,11461745,12.2,28.4,28.6
1926,37,77,Granville,North Carolina,NC,39,53674,101,13.6,24.7,64.4,9.6,1.2,63.8,34.2,0.7,0.6,5.7,74.8,988.7,16.7,5.2,7.8,1.5,13.8,4.8,1.7,35.1,12.6,8,3.9,18.1,4.3,3.7,29.9,22.8,182.4,5.9,68.7,19,76.6,6.6,20.6,2997,2203,1999-2003,6119,5219,1852,50.3,26.1,9738,1422,1358,3147,3620,0,3,5,30,3,30,4,5,143616,6.8,19.9,27.1
1928,37,81,Guilford,North Carolina,NC,25,443519,683,14.3,25.9,62.2,10.4,1.5,64.3,30.9,0.5,3.2,5.2,76.7,845.7,14.7,5.5,9.3,1.8,13.3,3.4,2.1,36.6,14,8.7,4.7,15.1,6.5,2.2,27.5,19.5,146.1,8.3,56.5,13.6,63.8,10.1,25.5,17640,10440,2001-2003,53139,50703,8956,91.8,44,49492,12327,14771,25642,29885,3,3,13,158,3,181,87,77,609251,8.2,21.2,22.1
1929,37,83,Halifax,North Carolina,NC,54,56023,77,22.1,26.4,58.3,13.2,2.1,41.6,53.9,3.5,0.6,1.1,73.5,1037.4,27.7,6,11.4,2.3,17.9,7.8,1.5,58.7,17.3,9,4.7,11,6.3,2.6,30,19.7,227.5,12,63.1,31.7,87.3,12.3,17.9,3790,3310,1999-2003,9257,8597,3273,55.3,14.3,12805,1762,2270,3214,3696,0,3,0,25,3,57,2,28,968741,9.3,20.6,34
1930,37,85,Harnett,North Carolina,NC,37,103692,174,15.2,27.8,62.6,8.5,1.1,74.3,22.4,0.9,1,8,74.9,959,16.4,4.8,8.2,1.6,12.8,5.2,1.3,35.9,19,7.9,5.3,13.2,5.7,2.2,22.5,20.6,202.3,6.9,66.7,26.3,75.3,10.7,23.1,7184,3664,1999-2003,14939,8063,2351,26,7.7,16393,2364,3086,5839,7028,2,3,5,47,3,80,13,38,64337,7.3,26.8,26.5
1933,37,91,Hertford,North Carolina,NC,38,23574,67,19.5,25.3,60,12.9,1.8,35.5,62.3,1.3,0.6,1.8,72.6,1084.1,26.2,7.1,13.2,3.5,17.2,10.4,1.2,60.9,17.2,17.5,12.7,19.1,14.7,2.7,29.7,28.8,209.5,7.2,75.3,32.4,94.1,7,28.5,2896,2813,1994-2003,4215,3244,1021,84.8,25.5,5338,565,839,1379,1636,0,3,0,13,3,41,1,18,5454545,18.7,23.4,36.9
1934,37,93,Hoke,North Carolina,NC,41,41016,105,16.4,31.3,61.4,6.6,0.7,50.6,36.3,10.1,1.2,9.6,74,1075.8,17,4.9,9.4,2.1,14.1,5.7,0.8,40.7,16.4,9.2,7.3,14,6.5,2.7,30.2,20.8,206.4,11.8,77.3,30.5,64.1,5.8,15.7,3380,1211,1999-2003,7129,1968,792,17.1,7.3,6490,1041,1274,2200,2699,0,3,2,53,4,30,49,12,80411,8.9,36.1,30.7
1936,37,97,Iredell,North Carolina,NC,44,140924,245,10.2,26,61.6,11,1.4,84.7,12.8,0.3,1.5,4.8,75.9,897.1,18.3,5.3,9.3,1.7,12.9,4.1,2,31.1,22.4,8.5,6.6,18.1,4.4,4.1,19.8,22.7,172.5,4.8,57.6,23.1,66.7,10.7,23,5876,3387,2001-2003,14939,15914,3205,75.2,28.4,20445,3574,3086,8112,9140,3,3,8,49,4,47,4,16,739932,6.4,27.2,24.3
1938,37,101,Johnston,North Carolina,NC,40,146437,185,12.6,27.4,63.4,8.2,1.1,82.1,16.2,0.5,0.6,10,75.1,942.6,21.8,6.7,7.6,1.5,12.9,3.7,1.6,27.4,20.4,7.7,5.7,17.1,4.9,2.8,23.5,18.8,235.5,6.5,63.2,28.8,62.7,13.3,20.6,6353,2956,2001-2003,17715,11550,3782,34.8,13,23073,3073,3264,8271,9444,0,3,4,57,4,52,4,16,105521,7.9,26,25.1
1940,37,105,Lee,North Carolina,NC,37,55704,217,13.2,27.7,58.8,11.9,1.6,78,20.2,0.6,0.8,14.1,74.5,938.2,19.8,5.8,8.7,1.5,13.6,5.9,1.7,41.7,22.5,6.9,6.5,9.1,5.3,1.7,25.4,21.5,203,14.8,58.5,24.7,65.4,9.5,26.5,4177,2378,1999-2003,7926,7405,1664,64.6,34.1,8608,1428,1566,3140,3568,0,3,5,39,4,36,11,13,1304666,8,26.5,23.8
1941,37,107,Lenoir,North Carolina,NC,54,57961,145,17.1,26.1,58.5,13.7,1.8,57.8,41.2,0.2,0.5,4.2,73.2,1114.6,22.8,6.9,11.1,2.4,16.6,7,1.4,50.1,24.2,13.4,7.7,19.3,6.7,6.7,33.3,21.8,247.6,11.1,60.7,28.1,78.8,15.3,32,4043,3586,1999-2003,9847,9094,2655,53.5,39.7,10875,1680,1636,3337,3771,0,3,0,36,3,59,3,30,366793,8.7,25.1,25.8
1942,37,109,Lincoln,North Carolina,NC,32,69851,234,10.7,25.5,62.7,10.5,1.3,92.3,6.3,0.3,0.4,8.1,75.9,942.7,20.1,5.6,8.1,1.9,12.1,4.1,1,27.4,14.5,7.3,6.4,26.4,5.4,1.8,23,22.1,202.4,6.6,60.7,21.1,69.7,14.1,22.2,4405,2810,1999-2003,8116,7880,1824,40.1,15.7,13352,2040,1819,4048,4553,1,3,10,26,3,49,23,13,252128,6,24.1,28.6
1947,37,119,Mecklenburg,North Carolina,NC,39,796372,1513,12,27.5,64.1,7.4,1,64.8,29.8,0.4,3.9,8.9,76.9,848.6,13,4.9,8.6,1.7,12.2,3.1,2.6,32.8,14.8,7.6,4.7,14.6,5.4,2.2,26.9,18.8,133.9,9,48.8,11.7,64.8,10.4,18.5,36551,13844,2001-2003,89470,62894,11253,105.5,41.6,71302,21014,20414,44972,51783,11,3,22,458,4,309,875,309,417044,5.3,18.6,20.4
1949,37,123,Montgomery,North Carolina,NC,53,27322,56,15.5,26.4,60.2,11.7,1.7,77.4,19.7,0.7,1.8,14.1,75.6,914.5,30.8,6.2,8.4,1.4,14.2,7.6,1,39.5,28.7,6.7,7.3,9.8,4.8,2,26.1,21.9,201.8,10.7,57.7,29.3,61.2,13.8,26.9,3933,2509,1994-2003,4725,3390,954,43.9,22,6528,861,867,1565,1766,1,3,3,46,4,42,13,21,124509,8.8,28.5,29.5
1950,37,125,Moore,North Carolina,NC,44,81685,117,12.2,22.8,55.9,18.5,2.9,82.8,14.9,0.8,0.7,5,77.7,771.2,16.1,4.2,9,1.7,14.3,4.9,1.6,34.6,20,8.4,7.6,13.1,5.3,3.1,20.1,19.6,151.2,7.9,56.8,27.7,62,9.9,19.5,4523,4355,1999-2003,10019,16403,2163,82,42.8,10024,1742,1930,4904,5361,4,3,8,94,4,50,9,11,1823,5.3,21.2,27
1951,37,127,Nash,North Carolina,NC,32,91378,169,14.2,26.3,60.4,11.6,1.6,61.7,36.4,0.6,0.7,4.2,74.5,1022.8,21.2,5.5,9.4,2.2,14,5.1,1.5,39.5,21.2,9.6,4.3,16,6.2,3.4,26.8,21.2,197.1,10.1,62.4,22.4,95.9,10.2,21.8,6138,4409,1999-2003,12599,10957,3146,83.2,42.7,14805,2711,3104,5246,5990,2,3,18,63,4,62,8,31,182174,7.8,25.5,27.3
1952,37,129,New Hanover,North Carolina,NC,40,179553,903,13.4,22.9,63.9,11.6,1.6,81.2,16.3,0.4,1.1,2.7,76.9,864.7,14.5,5.3,9,1.8,13.7,3,2.2,33.3,19.9,5.4,4.8,7.6,4.4,1,30.8,17.2,155.5,5.8,62.8,10.5,66.6,11.9,24.5,6151,4339,2001-2003,19474,21681,4534,127.5,50.1,16599,3892,4522,10777,12537,3,3,5,261,4,65,77,20,6969810,7.3,21.7,20.9
